Id,SalePrice
1461,132718.796875
1462,154419.34375
1463,151200.234375
1464,173302.484375
1465,209006.140625
1466,176445.90625
1467,157543.046875
1468,160256.578125
1469,190480.265625
1470,115704.265625
1471,193872.796875
1472,103654.4609375
1473,103910.78125
1474,161220.1875
1475,129726.1953125
1476,359745.53125
1477,269712.15625
1478,316528.34375
1479,296387.3125
1480,436722.0625
1481,322758.53125
1482,218218.1875
1483,167798.828125
1484,170707.390625
1485,161879.28125
1486,200261.046875
1487,341830.96875
1488,275810.28125
1489,188642.890625
1490,178476.265625
1491,196103.109375
1492,125278.25
1493,171823.5625
1494,313325.875
1495,308696.03125
1496,205640.515625
1497,202933.265625
1498,159756.828125
1499,159756.828125
1500,144350.546875
1501,165222.421875
1502,151198.546875
1503,263728.03125
1504,243716.09375
1505,209853.296875
1506,207931.203125
1507,241025.921875
1508,199148.234375
1509,169359.671875
1510,148933.609375
1511,147783.34375
1512,163446.75
1513,168055.8125
1514,153537.53125
1515,193313.484375
1516,163745.09375
1517,140118.875
1518,169056.28125
1519,209777.421875
1520,136536.03125
1521,140329.515625
1522,176280.734375
1523,113304.1875
1524,125572.15625
1525,125679.109375
1526,125460.0234375
1527,108497.5546875
1528,125277.109375
1529,145996.8125
1530,172401.203125
1531,129490.2578125
1532,105671.4921875
1533,154863.828125
1534,125624.515625
1535,140739.859375
1536,130511.0234375
1537,82681.609375
1538,185076.234375
1539,254590.0
1540,153053.515625
1541,162555.921875
1542,140875.234375
1543,203690.640625
1544,100288.421875
1545,114093.1484375
1546,140508.609375
1547,127049.3046875
1548,136119.171875
1549,115387.265625
1550,145764.390625
1551,138672.546875
1552,152685.78125
1553,123622.1875
1554,126002.5
1555,160385.265625
1556,111906.5546875
1557,122724.515625
1558,105418.59375
1559,123242.3359375
1560,152488.5
1561,152157.921875
1562,123051.2734375
1563,117857.546875
1564,154948.296875
1565,140001.171875
1566,210954.859375
1567,103757.890625
1568,200111.890625
1569,114660.359375
1570,131181.578125
1571,118135.265625
1572,139684.453125
1573,210384.984375
1574,150922.625
1575,201297.859375
1576,218447.1875
1577,186059.5625
1578,156846.109375
1579,131624.109375
1580,200603.453125
1581,129337.921875
1582,128660.0234375
1583,317800.28125
1584,239483.171875
1585,133931.484375
1586,75397.75
1587,108948.0703125
1588,140341.171875
1589,109800.328125
1590,138029.984375
1591,99945.390625
1592,138342.296875
1593,133893.734375
1594,166050.546875
1595,123874.0078125
1596,223272.65625
1597,183961.859375
1598,182520.984375
1599,187684.109375
1600,201022.953125
1601,70095.296875
1602,130489.078125
1603,108973.890625
1604,250776.296875
1605,273174.21875
1606,164835.546875
1607,231339.734375
1608,210430.140625
1609,180653.40625
1610,132569.875
1611,145025.703125
1612,159689.3125
1613,155412.734375
1614,122275.1171875
1615,82538.2109375
1616,82538.2109375
1617,96596.0078125
1618,120625.703125
1619,125620.3203125
1620,204015.375
1621,129164.578125
1622,130926.53125
1623,264253.53125
1624,191106.0625
1625,132614.296875
1626,176231.078125
1627,173784.484375
1628,299201.78125
1629,176518.53125
1630,336479.59375
1631,229460.546875
1632,257658.828125
1633,162239.296875
1634,175122.015625
1635,164725.484375
1636,158281.828125
1637,175582.015625
1638,222889.21875
1639,186201.984375
1640,269661.59375
1641,181525.625
1642,218487.390625
1643,248264.453125
1644,239268.125
1645,169459.984375
1646,155672.921875
1647,177508.953125
1648,146249.484375
1649,131471.328125
1650,114652.40625
1651,114652.40625
1652,103654.4609375
1653,104395.828125
1654,168062.140625
1655,163569.828125
1656,161220.1875
1657,168062.140625
1658,161220.1875
1659,131303.390625
1660,135493.34375
1661,399104.21875
1662,380919.84375
1663,359617.78125
1664,456966.34375
1665,324596.09375
1666,298376.53125
1667,333613.375
1668,328223.65625
1669,293847.0
1670,332210.34375
1671,235847.890625
1672,404747.28125
1673,312271.03125
1674,276530.03125
1675,170686.375
1676,170026.15625
1677,192104.078125
1678,446428.0
1679,336589.40625
1680,316154.78125
1681,259512.296875
1682,284324.8125
1683,196461.34375
1684,176746.890625
1685,162207.609375
1686,175534.84375
1687,161879.28125
1688,192417.765625
1689,189344.890625
1690,179167.234375
1691,167806.109375
1692,273068.65625
1693,161879.28125
1694,163526.75
1695,165507.96875
1696,272644.875
1697,165759.671875
1698,347788.9375
1699,324421.78125
1700,237837.53125
1701,281418.78125
1702,289596.1875
1703,277155.9375
1704,287188.84375
1705,225669.390625
1706,404742.8125
1707,201618.484375
1708,202962.890625
1709,305254.4375
1710,234969.625
1711,260786.484375
1712,273992.0625
1713,243622.578125
1714,215448.703125
1715,202390.484375
1716,183781.859375
1717,172450.265625
1718,124373.4921875
1719,207704.359375
1720,265515.53125
1721,174420.890625
1722,116148.65625
1723,142941.171875
1724,223751.796875
1725,238361.390625
1726,182337.125
1727,169978.171875
1728,186694.78125
1729,156364.625
1730,172066.890625
1731,134489.21875
1732,129542.796875
1733,122971.3828125
1734,128449.5625
1735,121649.953125
1736,120081.859375
1737,321919.96875
1738,208632.828125
1739,333073.78125
1740,198979.640625
1741,164030.28125
1742,165222.421875
1743,179531.109375
1744,263725.34375
1745,232541.921875
1746,267833.15625
1747,227091.046875
1748,238598.9375
1749,152809.625
1750,147951.34375
1751,240491.765625
1752,118968.203125
1753,166319.578125
1754,235171.0
1755,166270.390625
1756,116298.234375
1757,118827.90625
1758,134995.890625
1759,159546.921875
1760,153407.390625
1761,152053.21875
1762,185817.734375
1763,174605.484375
1764,125681.953125
1765,195413.546875
1766,177524.609375
1767,185783.046875
1768,136712.3125
1769,187606.109375
1770,132081.21875
1771,139905.265625
1772,151032.796875
1773,130171.59375
1774,186558.765625
1775,136794.3125
1776,127938.171875
1777,111366.171875
1778,127212.953125
1779,121609.6328125
1780,180257.25
1781,138051.390625
1782,94046.03125
1783,136400.265625
1784,93159.265625
1785,130510.625
1786,175196.671875
1787,193924.609375
1788,63432.33984375
1789,122799.9375
1790,86366.765625
1791,264251.5
1792,159429.578125
1793,149346.703125
1794,143031.703125
1795,139916.484375
1796,120887.640625
1797,153114.671875
1798,129866.671875
1799,107057.21875
1800,119464.375
1801,119539.5703125
1802,164431.265625
1803,181010.703125
1804,133397.046875
1805,134590.421875
1806,132081.59375
1807,194866.078125
1808,120697.8046875
1809,105235.0
1810,143163.515625
1811,109321.34375
1812,110715.1640625
1813,122144.3671875
1814,114288.875
1815,69575.6484375
1816,106983.1796875
1817,123235.609375
1818,174758.046875
1819,124756.578125
1820,85368.671875
1821,140277.515625
1822,179285.40625
1823,71578.359375
1824,146625.796875
1825,126391.5546875
1826,107720.9375
1827,124792.953125
1828,136470.109375
1829,167527.296875
1830,186577.28125
1831,176448.25
1832,150401.140625
1833,162333.5
1834,132451.84375
1835,155607.984375
1836,162091.203125
1837,94598.640625
1838,133527.8125
1839,92133.359375
1840,121551.90625
1841,135389.8125
1842,105062.125
1843,138994.90625
1844,133942.359375
1845,140534.015625
1846,156131.15625
1847,162010.578125
1848,63172.39453125
1849,113979.734375
1850,133180.796875
1851,146334.984375
1852,131581.703125
1853,129503.65625
1854,164670.65625
1855,150237.203125
1856,218394.34375
